Ticker,Price as of close 2020-12-04,Allocation
AVGO,411.5050048828125,0.0
BR,148.1875,0.0
BF-B,79.43000030517578,0.0
CHRW,92.73999786376953,0.0
COG,16.235000610351562,0.0
CDNS,119.0199966430664,0.0
CPB,48.60499954223633,0.0
COF,92.6626968383789,0.0
CAH,56.2400016784668,0.0
KMX,96.26000213623047,0.0
CCL,23.2549991607666,0.0
CARR,37.63999938964844,1086.0
CTLT,94.86000061035156,0.0
CAT,181.75999450683594,0.0
CBOE,92.43000030517578,0.0
CBRE,65.74500274658203,0.0
CDW,133.4199981689453,0.0
CE,132.73500061035156,0.0
CNC,63.939998626708984,0.0
CNP,22.834999084472656,0.0
CERN,74.0199966430664,0.0
CF,39.779998779296875,0.0
SCHW,51.125,0.0
CHTR,673.6099853515625,0.0
CVX,92.87000274658203,0.0
CMG,1320.010009765625,0.0
CB,154.17999267578125,0.0
CHD,85.97000122070312,0.0
CI,217.36000061035156,0.0
CINF,82.9800033569336,0.0
CTAS,365.5050048828125,0.0
CSCO,44.2843017578125,0.0
C,58.4099006652832,0.0
CFG,35.119998931884766,0.0
CTXS,129.10000610351562,0.0
CLX,199.0500030517578,33.0
CME,183.88999938964844,0.0
CMS,59.72999954223633,0.0
KO,53.35499954223633,0.0
CTSH,80.52999877929688,0.0
CL,84.4800033569336,0.0
CMCSA,51.6422004699707,0.0
CMA,53.82500076293945,0.0
CAG,35.29999923706055,0.0
CXO,64.06999969482422,0.0
COP,44.00619888305664,0.0
ED,75.59339904785156,0.0
STZ,211.78500366210938,0.0
COO,339.69000244140625,0.0
CPRT,112.86000061035156,0.0
GLW,37.60499954223633,0.0
CTVA,38.599998474121094,0.0
COST,372.6131896972656,0.0
CCI,164.25,0.0
CSX,91.65499877929688,0.0
CMI,220.22000122070312,0.0
CVS,73.4000015258789,0.0
DHI,71.88999938964844,0.0
DHR,222.14500427246094,0.0
DRI,114.34500122070312,0.0
DVA,108.58000183105469,0.0
DE,254.00999450683594,0.0
DAL,42.26499938964844,0.0
XRAY,53.525001525878906,0.0
DVN,16.440000534057617,0.0
DXCM,347.6099853515625,0.0
FANG,46.84000015258789,0.0
DLR,132.88499450683594,0.0
DFS,82.58000183105469,0.0
DISCA,28.530000686645508,0.0
DISCK,25.3799991607666,0.0
DISH,36.744998931884766,0.0
DG,213.1649932861328,0.0
DLTR,112.68000030517578,0.0
D,76.49330139160156,0.0
DPZ,383.30999755859375,45.0
DOV,122.75499725341797,0.0
DOW,54.959999084472656,0.0
DTE,125.13999938964844,0.0
DUK,90.37000274658203,0.0
DRE,38.334999084472656,0.0
DD,66.06500244140625,0.0
DXC,25.25,0.0
EMN,102.12000274658203,0.0
ETN,119.06999969482422,0.0
EBAY,50.7400016784668,0.0
ECL,224.25999450683594,0.0
EIX,61.34000015258789,0.0
EW,85.45999908447266,0.0
EA,128.8350067138672,0.0
EMR,79.94000244140625,0.0
ETR,105.72000122070312,0.0
EOG,52.22999954223633,0.0
EFX,166.70779418945312,0.0
EQIX,703.375,0.0
EQR,62.79499816894531,0.0
ESS,252.06500244140625,0.0
EL,242.3350067138672,0.0
ETSY,156.0850067138672,0.0
EVRG,54.83000183105469,0.0
ES,84.86000061035156,0.0
RE,234.27999877929688,0.0
EXC,40.59000015258789,0.0
EXPE,127.88500213623047,0.0
EXPD,90.29000091552734,0.0
EXR,113.66999816894531,0.0
XOM,41.45500183105469,0.0
FFIV,164.49000549316406,0.0
FB,281.0299987792969,0.0
FAST,48.1150016784668,0.0
FRT,92.41000366210938,0.0
FDX,296.3500061035156,0.0
FIS,149.3300018310547,0.0
FITB,27.360000610351562,0.0
FE,28.579999923706055,0.0
FRC,129.8000030517578,0.0
FISV,117.45500183105469,0.0
FLT,268.9949951171875,0.0
FLIR,41.290000915527344,0.0
FLS,35.560001373291016,0.0
FMC,121.37000274658203,0.0
F,9.364999771118164,2.0
FTNT,127.81999969482422,0.0
FTV,71.23999786376953,0.0
FBHS,80.75,0.0
FOXA,29.989999771118164,0.0
FOX,29.43000030517578,0.0
BEN,23.594999313354492,0.0
FCX,25.295000076293945,0.0
GPS,21.31999969482422,0.0
GRMN,120.75,0.0
IT,155.38999938964844,0.0
GD,155.64999389648438,0.0
GE,10.824999809265137,0.0
GIS,60.475101470947266,0.0
GM,44.33000183105469,0.0
GPC,97.48500061035156,0.0
GILD,61.40999984741211,0.0
GL,96.37000274658203,0.0
GPN,199.3300018310547,0.0
GS,238.9600067138672,0.0
GWW,404.5799865722656,0.0
HAL,19.364999771118164,0.0
HBI,14.119999885559082,0.0
HIG,46.630001068115234,0.0
HAS,92.01000213623047,0.0
HCA,156.89999389648438,0.0
PEAK,30.540000915527344,0.0
HSIC,67.62000274658203,0.0
HSY,150.67999267578125,0.0
HES,53.400001525878906,0.0
HPE,12.289999961853027,0.0
HLT,110.66000366210938,0.0
HFC,28.530000686645508,0.0
HOLX,72.94999694824219,0.0
HD,265.7550048828125,0.0
HON,212.25,0.0
HRL,47.029998779296875,0.0
HST,15.704999923706055,0.0
HWM,25.524999618530273,0.0
HPQ,23.864999771118164,0.0
HUM,408.4599914550781,0.0
HBAN,13.079999923706055,0.0
HII,168.46499633789062,0.0
IEX,192.7449951171875,0.0
IDXX,458.95001220703125,0.0
INFO,92.4000015258789,0.0
ITW,206.00999450683594,0.0
ILMN,349.5299987792969,0.0
INCY,82.95999908447266,0.0
IR,45.1349983215332,0.0
INTC,52.279998779296875,0.0
ICE,109.16999816894531,0.0
IBM,126.94000244140625,0.0
IP,48.55739974975586,0.0
IPG,23.959999084472656,0.0
IFF,115.94000244140625,0.0
INTU,368.70001220703125,0.0
ISRG,777.5900268554688,0.0
IVZ,17.924999237060547,0.0
IPGP,211.9217987060547,0.0
IQV,170.10000610351562,0.0
IRM,28.950000762939453,0.0
JKHY,159.10000610351562,0.0
J,109.68499755859375,0.0
JBHT,137.02000427246094,0.0
SJM,117.08000183105469,0.0
JNJ,150.03500366210938,0.0
JCI,45.9900016784668,0.0
JPM,122.11000061035156,0.0
JNPR,21.94499969482422,0.0
KSU,193.0,0.0
K,62.310001373291016,0.0
KEY,16.010000228881836,0.0
KEYS,123.6449966430664,0.0
KMB,136.30999755859375,0.0
KIM,15.604999542236328,0.0
KMI,15.031999588012695,0.0
KLAC,263.1000061035156,0.0
KHC,33.88999938964844,0.0
KR,30.545000076293945,0.0
LB,37.88199996948242,0.0
LHX,195.22000122070312,0.0
LH,196.78500366210938,0.0
LRCX,498.1499938964844,0.0
LW,76.06009674072266,0.0
LVS,59.7599983215332,0.0
LEG,44.91999816894531,0.0
LDOS,104.68000030517578,0.0
LEN,75.06999969482422,0.0
LLY,147.7899932861328,0.0
LNC,54.63999938964844,0.0
LIN,247.9600067138672,0.0
LYV,70.00499725341797,0.0
LKQ,36.58000183105469,0.0
LMT,365.1000061035156,0.0
L,43.310001373291016,0.0
LOW,150.33999633789062,0.0
LUMN,10.555000305175781,0.0
LYB,89.10009765625,0.0
MTB,126.12999725341797,0.0
MRO,6.664999961853027,0.0
MPC,42.60499954223633,0.0
MKTX,551.581298828125,0.0
MAR,134.9600067138672,0.0
MMC,115.80999755859375,0.0
MLM,286.2799987792969,0.0
MAS,51.900001525878906,0.0
MA,342.4700012207031,0.0
MKC,93.26000213623047,0.0
MXIM,86.3499984741211,0.0
MCD,211.19000244140625,0.0
MCK,179.83999633789062,0.0
MDT,113.40499877929688,0.0
MRK,81.58280181884766,0.0
MET,48.5,0.0
MTD,1135.5899658203125,0.0
MGM,30.469999313354492,0.0
MCHP,142.77999877929688,0.0
MU,74.09750366210938,0.0
MSFT,214.0500030517578,0.0
MAA,124.30000305175781,0.0
MHK,133.14999389648438,0.0
TAP,47.38999938964844,0.0
MDLZ,58.78499984741211,0.0
MNST,87.27999877929688,0.0
MCO,286.1199951171875,0.0
MS,64.78500366210938,0.0
MOS,22.65999984741211,0.0
MSI,171.14999389648438,0.0
MSCI,423.69500732421875,0.0
NDAQ,125.78500366210938,0.0
NOV,14.454999923706055,0.0
NTAP,59.89500045776367,0.0
NFLX,499.55499267578125,4.0
NWL,21.920000076293945,0.0
NEM,59.400001525878906,138.0
NWSA,18.5,0.0
NWS,18.540000915527344,0.0
NEE,72.06999969482422,0.0
NLSN,17.905000686645508,0.0
NKE,136.85000610351562,0.0
NI,24.030000686645508,0.0
NSC,238.74000549316406,0.0
NTRS,94.69999694824219,0.0
NOC,306.2099914550781,0.0
NLOK,19.2450008392334,0.0
NCLH,26.100000381469727,0.0
NRG,33.78499984741211,0.0
NUE,56.41999816894531,0.0
NVDA,539.9199829101562,11.0
NVR,4005.3701171875,0.0
ORLY,448.7130126953125,0.0
OXY,18.139999389648438,0.0
ODFL,210.1649932861328,0.0
OMC,65.0,0.0
OKE,40.540000915527344,0.0
ORCL,60.459999084472656,0.0
OTIS,65.04499816894531,0.0
PCAR,86.62000274658203,0.0
PKG,132.97999572753906,0.0
PH,275.4700012207031,0.0
PAYX,94.30999755859375,0.0
PAYC,437.43499755859375,0.0
PYPL,217.2449951171875,0.0
PNR,51.29999923706055,0.0
PBCT,13.074999809265137,0.0
PEP,145.34519958496094,0.0
PKI,141.44500732421875,0.0
PRGO,49.25,0.0
PFE,40.1349983215332,0.0
PM,80.03500366210938,0.0
PSX,69.11499786376953,0.0
PNW,81.48500061035156,0.0
PXD,112.33000183105469,0.0
PNC,142.74000549316406,0.0
POOL,321.3999938964844,25.0
PPG,147.04649353027344,0.0
PPL,28.5,0.0
PFG,52.375,0.0
PG,136.10000610351562,0.0
PGR,88.01000213623047,0.0
PLD,97.9800033569336,0.0
PRU,80.93409729003906,0.0
PEG,57.56480026245117,0.0
PSA,224.10400390625,0.0
PHM,42.96500015258789,0.0
PVH,89.72000122070312,0.0
QRVO,164.0500030517578,0.0
PWR,71.18000030517578,0.0
QCOM,156.7100067138672,0.0
DGX,123.2699966430664,0.0
RL,95.70999908447266,0.0
RJF,96.03959655761719,0.0
RTX,74.04000091552734,0.0
O,60.959999084472656,0.0
REG,48.93000030517578,0.0
REGN,492.6400146484375,0.0
RF,16.094999313354492,0.0
RSG,95.41000366210938,0.0
RMD,209.64999389648438,0.0
RHI,65.9000015258789,0.0
ROK,248.27879333496094,0.0
ROL,55.43000030517578,0.0
ROP,416.6000061035156,0.0
ROST,114.48999786376953,0.0
RCL,82.44999694824219,0.0
SPGI,334.4100036621094,0.0
CRM,226.8800048828125,0.0
SBAC,285.6099853515625,0.0
SLB,23.344999313354492,0.0
STX,64.09500122070312,0.0
SEE,45.70000076293945,0.0
SRE,127.5,0.0
NOW,526.6900024414062,0.0
SHW,707.1599731445312,0.0
SPG,93.12999725341797,0.0
SWKS,149.61000061035156,0.0
SLG,63.834999084472656,0.0
SNA,178.77000427246094,0.0
SO,61.209999084472656,0.0
LUV,47.560001373291016,0.0
SWK,179.64999389648438,0.0
SBUX,102.70999908447266,0.0
STT,75.75499725341797,0.0
STE,192.70249938964844,0.0
SYK,238.4770050048828,0.0
SIVB,357.8299865722656,0.0
SYF,32.810001373291016,0.0
SNPS,238.2949981689453,0.0
SYY,77.45999908447266,0.0
TMUS,131.33999633789062,0.0
TROW,152.17999267578125,0.0
TTWO,180.50999450683594,8.0
TPR,29.3799991607666,0.0
TGT,173.83999633789062,0.0
TEL,119.2699966430664,0.0
FTI,10.225000381469727,0.0
TDY,392.3800048828125,0.0
TFX,386.7200012207031,0.0
TER,116.12999725341797,0.0
TXN,165.77499389648438,0.0
TXT,47.900001525878906,0.0
TMO,472.3605041503906,0.0
TIF,131.32000732421875,0.0
TJX,66.2300033569336,0.0
TSCO,134.38999938964844,0.0
TT,142.07000732421875,0.0
TDG,607.9000244140625,0.0
TRV,134.89999389648438,0.0
TFC,47.974998474121094,0.0
TWTR,48.06999969482422,0.0
TYL,422.9200134277344,0.0
TSN,69.66000366210938,0.0
UDR,40.58000183105469,0.0
ULTA,277.0,0.0
USB,45.380001068115234,0.0
UAA,16.889999389648438,0.0
UA,14.850000381469727,0.0
UNP,204.88999938964844,0.0
UAL,49.11000061035156,0.0
UNH,348.7200012207031,0.0
UPS,167.5800018310547,0.0
URI,242.60850524902344,0.0
UHS,134.64999389648438,0.0
UNM,24.1200008392334,0.0
VLO,60.60200119018555,0.0
VAR,174.5,0.0
VTR,49.290000915527344,0.0
VRSN,203.88999938964844,0.0
VRSK,196.07000732421875,0.0
VZ,61.40999984741211,0.0
VRTX,227.86000061035156,0.0
VFC,87.97000122070312,0.0
VIAC,36.75360107421875,0.0
VTRS,17.3799991607666,0.0
V,211.77000427246094,0.0
VNT,33.09000015258789,1325.0
VNO,41.20000076293945,0.0
VMC,145.89999389648438,0.0
WRB,67.05999755859375,0.0
WAB,75.29000091552734,0.0
WMT,147.99200439453125,10.0
WBA,43.029998779296875,0.0
DIS,154.1999969482422,0.0
WM,117.04000091552734,0.0
WAT,236.3300018310547,0.0
WEC,92.80000305175781,0.0
WFC,29.53499984741211,0.0
WELL,64.01000213623047,0.0
WST,272.32000732421875,8.0
WDC,51.54999923706055,0.0
WU,21.81999969482422,0.0
WRK,44.45000076293945,0.0
WY,30.565000534057617,0.0
WHR,185.14999389648438,0.0
WMB,22.405000686645508,0.0
WLTW,213.52999877929688,0.0
WYNN,112.29000091552734,0.0
XEL,65.44000244140625,0.0
XRX,23.38010025024414,0.0
XLNX,147.52999877929688,0.0
XYL,98.37999725341797,0.0
YUM,105.6500015258789,0.0
ZBRA,378.45001220703125,0.0
ZBH,147.48500061035156,0.0
ZION,43.86000061035156,0.0
ZTS,156.6999969482422,0.0
